�
FFF Device starting up...
Starting OLED
Showing Logo
I>Starting WiFi.

I>Initializing other hardware/software

I> ADC connected
I> ADC Ready
I> ADC initialized for channel: 3
WiFi SSID: FFF-Device
WiFi PWD: FFF-Device2022


> SoftAP up and running!
IP address: 	192.168.4.1
I>WiFi init done
ESP32 soft AP started

I>Init done
[E][sd_diskio.cpp:123] sdSelectCard(): Select Failed
Reading UDP packets...I>Configured for log: 
Application Log
SD Type: SD
SD Card Size: 1886MB
I>SD init done
Station connected to ESP32 soft AP
Received:
START
I>Configured for log: Application Log
App started
TEMP;DIAMETER;PULLMOT_SPD;EXTMOT_SPD;
23.42;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.38;0.00;50.00;42.00
23.35;0.00;50.00;42.00
23.38;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.38;0.00;50.00;42.00
23.38;0.00;50.00;42.00
23.38;0.00;50.00;42.00
23.38;0.00;50.00;42.00
23.38;0.00;50.00;42.00
23.38;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.38;0.00;50.00;42.00
23.38;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.38;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.46;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.42;0.00;50.00;42.00
23.49;0.00;50.00;42.00
23.49;0.00;50.00;42.00
23.46;0.00;50.00;42.00
23.46;0.00;50.00;42.00
23.46;0.00;50.00;42.00
23.46;0.00;50.00;42.00
23.46;0.00;50.00;42.00
23.46;0.00;50.00;42.00
23.46;0.00;50.00;42.00
23.46;0.00;50.00;42.00
23.49;0.00;50.00;42.00
23.49;0.00;50.00;42.00
23.53;0.00;50.00;42.00
23.49;0.00;50.00;42.00
23.46;0.00;50.00;42.00
23.53;0.00;50.00;42.00
23.53;0.00;50.00;42.00
23.49;0.00;50.00;42.00
23.49;0.00;50.00;42.00
23.53;0.00;50.00;42.00
23.53;0.00;50.00;42.00
23.53;0.00;50.00;42.00
23.53;0.00;50.00;42.00
23.53;0.00;50.00;42.00
23.57;0.00;50.00;42.00
23.53;0.00;50.00;42.00
23.53;0.00;50.00;42.00
23.57;0.00;50.00;42.00
23.57;0.00;50.00;42.00
23.57;0.00;50.00;42.00
23.57;0.00;50.00;42.00
23.57;0.00;50.00;42.00
23.60;0.00;50.00;42.00
23.60;0.00;50.00;42.00
23.57;0.00;50.00;42.00
23.57;0.00;50.00;42.00
23.57;0.00;50.00;42.00
23.57;0.00;50.00;42.00
23.60;0.00;50.00;42.00
23.60;0.00;50.00;42.00
23.60;0.00;50.00;42.00
23.60;0.00;50.00;42.00
23.64;0.00;50.00;42.00
23.64;0.00;50.00;42.00
23.60;0.00;50.00;42.00
23.64;0.00;50.00;42.00
23.64;0.00;50.00;42.00
23.64;0.00;50.00;42.00
23.64;0.00;50.00;42.00
23.64;0.00;50.00;42.00
23.64;0.00;50.00;42.00
23.68;0.00;50.00;42.00
23.68;0.00;50.00;42.00
23.64;0.00;50.00;42.00
23.68;0.00;50.00;42.00
23.68;0.00;50.00;42.00
23.68;0.00;50.00;42.00
23.68;0.00;50.00;42.00
23.68;0.00;50.00;42.00
23.68;0.00;50.00;42.00
23.72;0.00;50.00;42.00
23.72;0.00;50.00;42.00
23.68;0.00;50.00;42.00
23.68;0.00;50.00;42.00
23.75;0.00;50.00;42.00
23.75;0.00;50.00;42.00
23.72;0.00;50.00;42.00
23.72;0.00;50.00;42.00
23.72;0.00;50.00;42.00
23.72;0.00;50.00;42.00
23.75;0.00;50.00;42.00
23.72;0.00;50.00;42.00
23.75;0.00;50.00;42.00
23.72;0.00;50.00;42.00
23.72;0.00;50.00;42.00
23.75;0.00;50.00;42.00
23.75;0.00;50.00;42.00
23.75;0.00;50.00;42.00
23.75;0.00;50.00;42.00
23.72;0.00;50.00;42.00
23.79;0.00;50.00;42.00
23.79;0.00;50.00;42.00
23.72;0.00;50.00;42.00
23.72;0.00;50.00;42.00
